N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
2173.0,RISE 미국달러선물인버스,8900.0,하락  30,-0.34%,0.0
2174.0,메리츠 천연가스 선물 ETN(H),1924.0,하락  33,-1.69%,0.0
2175.0,PLUS 신흥국MSCI인버스(합성 H),11045.0,하락  115,-1.03%,0.0
2176.0,RISE 우량업종대표주,11455.0,하락  25,-0.22%,0.0
2177.0,RISE 국채선물5년추종인버스,56120.0,상승  290,+0.52%,0.0
2178.0,ACE 필리핀MSCI(합성),14280.0,상승  40,+0.28%,0.0
2179.0,TIGER 코스닥150IT,12340.0,상승  290,+2.41%,0.0
2180.0,HANARO KAP초장기국고채,41120.0,하락  185,-0.45%,0.0
2181.0,RISE 미국장기국채선물인버스(H),11250.0,상승  80,+0.72%,0.0
2182.0,SOL KRX기후변화솔루션,9370.0,상승  115,+1.24%,0.0
2183.0,PLUS 주도업종,10210.0,상승  45,+0.44%,0.0
2184.0,ACE 차이나항셍테크,7005.0,상승  90,+1.30%,0.0
2185.0,신한 인버스 2X Russell 2000 ETN,5585.0,하락  145,-2.53%,0.0
2186.0,SOL 유럽탄소배출권선물인버스ICE(H),11160.0,하락  180,-1.59%,0.0
2187.0,메리츠 인버스 3X 국채30년 ETN,27640.0,상승  465,+1.71%,0.0
2188.0,RISE 200금융,11040.0,하락  5,-0.05%,0.0
2189.0,TIGER 코스피중형주,13795.0,상승  15,+0.11%,0.0
2190.0,한투 인버스 2X S&P500 선물 ETN(H),1100.0,하락  22,-1.96%,0.0
2191.0,키움 반도체TOP10 ETN,7855.0,보합0,0.00%,0.0
2192.0,UNICORN R&D 액티브,10930.0,상승  140,+1.30%,0.0
2193.0,RISE 중소형고배당,10910.0,상승  10,+0.09%,0.0
2194.0,KB 인버스 2X 금 선물 ETN(H),10900.0,상승  125,+1.16%,0.0
2195.0,TIGER 라틴35,4170.0,하락  75,-1.77%,0.0
2196.0,히어로즈 글로벌리츠이지스액티브,10810.0,상승  150,+1.41%,0.0
2197.0,TIGER 지주회사,9820.0,상승  45,+0.46%,0.0
2198.0,RISE 200선물인버스,5960.0,하락  90,-1.49%,0.0
2199.0,ACE Fn5G플러스,8920.0,상승  200,+2.29%,0.0
2200.0,RISE 글로벌농업경제,8800.0,상승  75,+0.86%,0.0
2201.0,하이트진로홀딩스우,11190.0,하락  10,-0.09%,5000.0
2202.0,키움 2차전지산업 ETN,7515.0,상승  90,+1.21%,0.0
2203.0,RISE 국채선물5년추종,51435.0,상승  60,+0.12%,0.0
2204.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,5240.0,하락  195,-3.59%,0.0
2205.0,동원시스템즈우,19800.0,하락  100,-0.50%,5000.0
2206.0,삼성 인버스 2X 금 선물 ETN(H),5200.0,상승  60,+1.17%,0.0
2207.0,KOSEF 글로벌전력반도체,8615.0,상승  300,+3.61%,0.0
2208.0,키움 레버리지 2차전지산업 ETN,10300.0,상승  355,+3.57%,0.0
2209.0,PLUS 태양광&ESS,9365.0,상승  65,+0.70%,0.0
2210.0,티와이홀딩스우,4140.0,하락  10,-0.24%,500.0
2211.0,KOSEF SK그룹대표주,12720.0,상승  275,+2.21%,0.0
2212.0,TIMEFOLIO 글로벌안티에이징바이오액티브,9240.0,상승  35,+0.38%,0.0
2213.0,TIGER 200 생활소비재,8150.0,보합0,0.00%,0.0
2214.0,ACE 삼성그룹동일가중,16685.0,상승  135,+0.82%,0.0
2215.0,일양약품우,11200.0,상승  440,+4.09%,2500.0
2216.0,ACE Fn성장소비주도주,5535.0,상승  15,+0.27%,0.0
2217.0,남선알미우,15960.0,하락  190,-1.18%,500.0
2218.0,HANARO 농업융복합산업,8770.0,하락  10,-0.11%,0.0
2219.0,HANARO Fn K-메타버스MZ,6875.0,상승  130,+1.93%,0.0
2220.0,KODEX 멀티에셋하이인컴(H),9595.0,상승  5,+0.05%,0.0
2221.0,PLUS 코스닥150,11935.0,상승  60,+0.51%,0.0
2222.0,KOSEF 차이나내수소비TOP CSI,8645.0,하락  95,-1.09%,0.0
2223.0,FOCUS ESG리더스,10550.0,보합0,0.00%,0.0
2224.0,크라운해태홀딩스우,7880.0,상승  70,+0.90%,500.0
2225.0,동부건설우,20950.0,보합0,0.00%,5000.0
2226.0,TIGER KRX기후변화솔루션,9430.0,상승  120,+1.29%,0.0
2227.0,PLUS 미국대체투자Top10,23465.0,상승  470,+2.04%,0.0
2228.0,신한 인버스 2X 은 선물 ETN(H),930.0,하락  11,-1.17%,0.0
2229.0,KCGI 테크미디어텔레콤액티브,8205.0,상승  195,+2.43%,0.0
2230.0,깨끗한나라우,12290.0,보합0,0.00%,1000.0
2231.0,RISE 수출주,11220.0,상승  10,+0.09%,0.0
2232.0,KOSEF 코스닥150선물인버스,7120.0,하락  35,-0.49%,0.0
2233.0,RISE 팔라듐선물(H),4710.0,상승  60,+1.29%,0.0
2234.0,PLUS 심천차이넥스트(합성),8935.0,하락  175,-1.92%,0.0
2235.0,HANARO 단기채권액티브,108880.0,보합0,0.00%,0.0
2236.0,TIGER 200 산업재,6745.0,상승  65,+0.97%,0.0
2237.0,계양전기우,3805.0,상승  55,+1.47%,500.0
2238.0,흥국화재우,5770.0,하락  90,-1.54%,5000.0
2239.0,HANARO 200선물인버스,10910.0,보합0,0.00%,0.0
2240.0,PLUS 스마트베타Quality채권혼합,10900.0,상승  30,+0.28%,0.0
2241.0,TIGER 200 경기소비재,15330.0,하락  210,-1.35%,0.0
2242.0,HANARO 미국메타버스iSelect,17130.0,상승  555,+3.35%,0.0
2243.0,HANARO Fn친환경에너지,6550.0,상승  45,+0.69%,0.0
2244.0,KB 인버스 2X 은 선물 ETN(H),8470.0,하락  65,-0.76%,0.0
2245.0,HANARO K-메디테크,9295.0,상승  20,+0.22%,0.0
2246.0,HANARO 200선물레버리지1.5X,11000.0,상승  50,+0.46%,0.0
2247.0,BNK 온디바이스AI,7575.0,상승  295,+4.05%,0.0
2248.0,BNK 2차전지양극재,5185.0,상승  115,+2.27%,0.0
2249.0,코리아써키트2우B,5270.0,상승  140,+2.73%,500.0
2250.0,KODEX 퀄리티Plus,8235.0,상승  65,+0.80%,0.0
2251.0,SOL 차이나태양광CSI(합성),4090.0,하락  40,-0.97%,0.0
2252.0,신한 인버스 2X S&P500 선물 ETN,2030.0,하락  30,-1.46%,0.0
2253.0,한투 S&P500 VIX S/T 선물 ETN(H),4050.0,하락  170,-4.03%,0.0
2254.0,KCGI 스마트커머스액티브,8075.0,보합0,0.00%,0.0
2255.0,RISE 차이나H선물인버스(H),10000.0,하락  145,-1.43%,0.0
2256.0,HANARO 200 TOP10,7920.0,상승  95,+1.21%,0.0
2257.0,HANARO 코스닥150선물레버리지1.5X,10990.0,상승  130,+1.20%,0.0
2258.0,KODEX 경기소비재,7890.0,하락  30,-0.38%,0.0
2259.0,금강공업우,6630.0,보합0,0.00%,1000.0
2260.0,KODEX 밸류Plus,7805.0,상승  10,+0.13%,0.0
2261.0,히어로즈 리츠이지스액티브,7035.0,상승  20,+0.29%,0.0
2262.0,CJ씨푸드1우,19310.0,하락  680,-3.40%,500.0
2263.0,금호건설우,12870.0,하락  270,-2.05%,5000.0
2264.0,KoAct AI인프라액티브,8355.0,상승  205,+2.52%,0.0
2265.0,TIGER 200 철강소재,8800.0,상승  100,+1.15%,0.0
2266.0,미래에셋 인버스 원유선물혼합 ETN(H),3635.0,하락  40,-1.09%,0.0
2267.0,UNICORN 포스트IPO액티브,6590.0,상승  35,+0.53%,0.0
2268.0,KOSEF 200선물인버스,6005.0,하락  115,-1.88%,0.0
2269.0,신한 인버스 2X 금 선물 ETN,3570.0,상승  40,+1.13%,0.0
2270.0,RISE 플랫폼테마,6815.0,상승  15,+0.22%,0.0
2271.0,RISE 글로벌메타버스,17370.0,상승  495,+2.93%,0.0
2272.0,UNICORN 생성형AI강소기업액티브,7660.0,상승  175,+2.34%,0.0
2273.0,SOL 차이나강소기업CSI500(합성 H),4280.0,상승  20,+0.47%,0.0
2274.0,TIGER 200동일가중,11115.0,상승  35,+0.32%,0.0
2275.0,TIGER 금속선물(H),5460.0,하락  25,-0.46%,0.0
2276.0,유유제약2우B,9780.0,상승  90,+0.93%,1000.0
2277.0,RISE 팔라듐선물인버스(H),6225.0,하락  65,-1.03%,0.0
2278.0,PLUS 코스닥150선물인버스,6065.0,하락  35,-0.57%,0.0
2279.0,진흥기업2우B,10200.0,상승  450,+4.62%,500.0
2280.0,HANARO 글로벌신재생에너지MSCI(합성),7490.0,상승  130,+1.77%,0.0
2281.0,PLUS 중형주저변동50,11710.0,상승  65,+0.56%,0.0
2282.0,HANARO Fn골프테마,5320.0,상승  25,+0.47%,0.0
2283.0,ACE 인버스,5805.0,하락  60,-1.02%,0.0
2284.0,HK 베스트일레븐액티브,8290.0,보합0,0.00%,0.0
2285.0,진흥기업우B,3375.0,보합0,0.00%,500.0
2286.0,HANARO 반도체핵심공정주도주,6430.0,상승  255,+4.13%,0.0
2287.0,태영건설우,4400.0,하락  20,-0.45%,500.0
2288.0,KOSEF 코스닥150선물레버리지,3610.0,상승  50,+1.40%,0.0
2289.0,동양2우B,8810.0,상승  150,+1.73%,500.0
2290.0,성문전자우,4530.0,보합0,0.00%,500.0
2291.0,서울식품우,1199.0,상승  31,+2.65%,100.0
2292.0,동양우,4310.0,하락  5,-0.12%,500.0
2293.0,TIGER 200에너지화학레버리지,3505.0,상승  25,+0.72%,0.0
2294.0,N2 인버스 레버리지 S&P500 ETN,1288.0,하락  32,-2.42%,0.0
2295.0,TIGER 방송통신,7385.0,상승  35,+0.48%,0.0
2296.0,HANARO 코스닥150선물레버리지,7250.0,상승  85,+1.19%,0.0
2297.0,ACE 미국빅테크TOP7 Plus인버스(합성),9735.0,하락  65,-0.66%,0.0
2298.0,RISE 코스닥150선물인버스,4025.0,하락  20,-0.49%,0.0
2299.0,RISE KP달러채권액티브,58660.0,보합0,0.00%,0.0
2300.0,PLUS 글로벌희토류&전략자원생산기업,4195.0,상승  95,+2.32%,0.0
2301.0,신한 인버스 브렌트원유 선물 ETN(H),2260.0,하락  15,-0.66%,0.0
2302.0,KODEX 골드선물인버스(H),5590.0,상승  40,+0.72%,0.0
2303.0,KoAct 테크핵심소재공급망액티브,6265.0,상승  170,+2.79%,0.0
2304.0,HANARO 글로벌백신치료제MSCI,11520.0,상승  70,+0.61%,0.0
2305.0,HANARO 미국애그테크,11340.0,보합0,0.00%,0.0
2306.0,TIGER BBIG레버리지,1829.0,상승  8,+0.44%,0.0
2307.0,SOL 한국형글로벌플랫폼&메타버스액티브,16590.0,상승  315,+1.94%,0.0
2308.0,RISE 창업투자회사,6495.0,하락  25,-0.38%,0.0
1.0,알테오젠,310000.0,"하락  8,500",-2.67%,500.0,965.0,2561.0,-97.0
2.0,에코프로비엠,114500.0,"상승  1,500",+1.33%,500.0,69009.0,43618.0,1560.0
3.0,HLB,75800.0,상승  100,+0.13%,500.0,429.0,7517.0,-1250.0
4.0,에코프로,62500.0,"상승  1,700",+2.80%,100.0,72602.0,75570.0,2982.0
5.0,레인보우로보틱스,237000.0,"상승  4,000",+1.72%,500.0,153.0,1326.0,-446.0
6.0,리가켐바이오,119500.0,"상승  1,400",+1.19%,500.0,341.0,1895.0,-808.0
7.0,삼천당제약,151300.0,"하락  4,100",-2.64%,500.0,1927.0,4080.0,96.0
8.0,클래시스,52700.0,상승  500,+0.96%,100.0,1801.0,3754.0,896.0
9.0,휴젤,258500.0,"하락  8,500",-3.18%,500.0,3197.0,9293.0,1178.0
10.0,리노공업,209000.0,보합0,0.00%,500.0,2556.0,5829.0,1144.0
11.0,엔켐,141200.0,"상승  2,900",+2.10%,500.0,4247.0,8629.0,30.0
12.0,신성델타테크,103900.0,"상승  1,800",+1.76%,500.0,8337.0,6923.0,299.0
13.0,파마리서치,246500.0,"하락  14,000",-5.37%,500.0,2610.0,5353.0,923.0
14.0,HPSP,29050.0,"상승  1,000",+3.57%,500.0,1791.0,3207.0,952.0
15.0,JYP Ent.,68000.0,상승  200,+0.29%,500.0,5665.0,5715.0,1694.0
16.0,펩트론,103400.0,하락  100,-0.10%,500.0,33.0,525.0,-159.0
17.0,셀트리온제약,56600.0,"상승  1,200",+2.17%,500.0,3888.0,6416.0,361.0
18.0,코오롱티슈진,26250.0,"상승  1,250",+5.00%,0.0,37.0,1349.0,-205.0
19.0,이오테크닉스,169000.0,"상승  7,400",+4.58%,500.0,3164.0,6117.0,283.0
20.0,실리콘투,33550.0,"하락  1,000",-2.89%,500.0,3429.0,2153.0,478.0
21.0,루닛,65900.0,하락  400,-0.60%,500.0,251.0,2679.0,-422.0
22.0,펄어비스,28750.0,상승  150,+0.52%,100.0,3335.0,12129.0,-164.0
23.0,에스티팜,90500.0,"하락  1,000",-1.09%,500.0,2850.0,6754.0,335.0
24.0,케어젠,32900.0,"상승  1,150",+3.62%,100.0,792.0,2473.0,404.0
25.0,테크윙,44600.0,"상승  2,400",+5.69%,500.0,1336.0,4859.0,32.0
26.0,에스엠,70400.0,"하락  2,200",-3.03%,500.0,9611.0,15410.0,1135.0
27.0,파크시스템스,225500.0,"하락  1,500",-0.66%,500.0,1448.0,2017.0,276.0
28.0,보로노이,85400.0,보합0,0.00%,500.0,98.0,640.0,-179.0
29.0,ISC,73800.0,"상승  2,800",+3.94%,500.0,1402.0,5418.0,107.0
30.0,주성엔지니어링,32450.0,"상승  1,150",+3.67%,500.0,2847.0,8053.0,289.0
31.0,에이비엘바이오,30550.0,하락  600,-1.93%,500.0,655.0,1601.0,-26.0
32.0,서진시스템,25800.0,"하락  2,150",-7.69%,500.0,7787.0,15201.0,490.0
33.0,솔브레인,179000.0,"상승  8,500",+4.99%,500.0,8440.0,9954.0,1335.0
34.0,네이처셀,21600.0,상승  50,+0.23%,500.0,194.0,684.0,-103.0
35.0,카카오게임즈,16760.0,상승  120,+0.72%,100.0,10251.0,34710.0,745.0
36.0,씨젠,25750.0,"상승  1,750",+7.29%,500.0,3674.0,12515.0,-301.0
37.0,브이티,37000.0,"하락  2,150",-5.49%,500.0,2955.0,2566.0,455.0
38.0,HLB생명과학,10400.0,상승  30,+0.29%,500.0,980.0,4235.0,-245.0
39.0,스튜디오드래곤,41450.0,하락  900,-2.13%,500.0,7531.0,10922.0,559.0
40.0,대주전자재료,80400.0,"상승  3,900",+5.10%,500.0,1850.0,4134.0,62.0
41.0,제이앤티씨,21400.0,상승  600,+2.88%,500.0,3234.0,6544.0,285.0
42.0,위메이드,36250.0,상승  50,+0.14%,500.0,6053.0,14177.0,-1104.0
43.0,CJ ENM,55000.0,상승  300,+0.55%,5000.0,43684.0,99499.0,-146.0
44.0,원익IPS,24250.0,"상승  1,050",+4.53%,500.0,6903.0,10849.0,-181.0
45.0,동진쎄미켐,23050.0,상승  850,+3.83%,500.0,13099.0,16066.0,1762.0
46.0,HLB테라퓨틱스,13650.0,하락  130,-0.94%,500.0,537.0,2008.0,-87.0
47.0,SOOP,93300.0,상승  300,+0.32%,500.0,3476.0,5781.0,903.0
48.0,HK이노엔,37350.0,상승  950,+2.61%,500.0,8289.0,18480.0,659.0
49.0,피에스케이홀딩스,46900.0,"상승  3,500",+8.06%,500.0,947.0,4014.0,270.0
50.0,피엔티,39800.0,상승  350,+0.89%,500.0,5454.0,16013.0,769.0
51.0,메지온,31450.0,상승  50,+0.16%,500.0,317.0,921.0,-145.0
52.0,오스코텍,24250.0,하락  250,-1.02%,500.0,50.0,1326.0,-327.0
53.0,와이씨,11250.0,상승  290,+2.65%,100.0,2552.0,4803.0,86.0
54.0,메디톡스,125500.0,상승  700,+0.56%,500.0,2211.0,6116.0,173.0
55.0,카페24,37550.0,상승  750,+2.04%,500.0,2781.0,3218.0,-31.0
56.0,넥슨게임즈,13740.0,상승  30,+0.22%,500.0,1933.0,3669.0,120.0
57.0,국일제지,800.0,보합0,0.00%,100.0,807.0,2248.0,-74.0
58.0,티씨케이,75600.0,"상승  2,600",+3.56%,500.0,2267.0,4955.0,667.0
59.0,중앙첨단소재,8610.0,상승  70,+0.82%,500.0,263.0,1305.0,0.0
60.0,와이지엔터테인먼트,45900.0,하락  50,-0.11%,500.0,5692.0,7422.0,869.0
61.0,LS머트리얼즈,12240.0,하락  10,-0.08%,500.0,1369.0,2662.0,136.0
62.0,솔브레인홀딩스,39050.0,"상승  1,700",+4.55%,500.0,6616.0,17849.0,1210.0
63.0,엠로,66800.0,"하락  2,400",-3.47%,500.0,632.0,916.0,47.0
64.0,유진테크,35250.0,"상승  2,800",+8.63%,500.0,2765.0,4370.0,243.0
65.0,레이크머티리얼즈,11980.0,상승  290,+2.48%,100.0,1178.0,2999.0,295.0
66.0,HLB제약,24650.0,보합0,0.00%,500.0,1360.0,1414.0,-195.0
67.0,제룡전기,48450.0,상승  400,+0.83%,500.0,1839.0,1587.0,702.0
68.0,파두,15760.0,하락  40,-0.25%,100.0,225.0,2437.0,-586.0
69.0,나노신소재,63300.0,"상승  1,900",+3.09%,500.0,832.0,4300.0,119.0
70.0,디어유,32350.0,"하락  2,400",-6.91%,500.0,757.0,1906.0,286.0
71.0,안랩,68800.0,하락  700,-1.01%,500.0,2392.0,3754.0,264.0
72.0,덕산네오룩스,29700.0,상승  250,+0.85%,200.0,1637.0,4043.0,329.0
73.0,하나마이크론,10990.0,"상승  1,190",+12.14%,500.0,9680.0,17251.0,579.0
74.0,동국제약,16220.0,하락  80,-0.49%,500.0,7310.0,8395.0,669.0
75.0,에코프로에이치엔,33350.0,상승  350,+1.06%,500.0,2289.0,2258.0,418.0
76.0,에스에프에이,19450.0,상승  260,+1.35%,500.0,18812.0,28253.0,855.0
77.0,성광벤드,24200.0,상승  450,+1.89%,500.0,2547.0,5511.0,448.0
78.0,차바이오텍,11770.0,상승  120,+1.03%,500.0,9540.0,17256.0,-96.0
79.0,우리기술투자,7670.0,상승  170,+2.27%,500.0,1707.0,6314.0,1539.0
80.0,태성,24850.0,상승  350,+1.43%,100.0,333.0,570.0,-7.0
81.0,덕산테코피아,31400.0,상승  150,+0.48%,500.0,941.0,5144.0,-62.0
82.0,바이넥스,19500.0,"상승  1,230",+6.73%,500.0,1548.0,2570.0,10.0
83.0,에스티큐브,9310.0,상승  10,+0.11%,500.0,58.0,460.0,-260.0
84.0,고영,9030.0,상승  260,+2.96%,100.0,2256.0,3672.0,204.0
85.0,디앤디파마텍,58200.0,"하락  1,300",-2.18%,500.0,187.0,792.0,-135.0
86.0,현대바이오,15430.0,상승  530,+3.56%,500.0,95.0,528.0,-98.0
87.0,하림지주,5480.0,상승  10,+0.18%,100.0,120624.0,133851.0,5675.0
88.0,에스앤에스텍,28400.0,상승  350,+1.25%,500.0,1503.0,2568.0,250.0
89.0,에스피지,27250.0,상승  450,+1.68%,500.0,3938.0,3470.0,160.0
90.0,엘앤씨바이오,26450.0,하락  650,-2.40%,500.0,689.0,2622.0,77.0
91.0,씨아이에스,7740.0,상승  110,+1.44%,100.0,3102.0,5970.0,389.0
92.0,젬백스,14940.0,하락  230,-1.52%,500.0,722.0,1352.0,-79.0
93.0,컴투스,46850.0,하락  400,-0.85%,500.0,7396.0,17160.0,-332.0
94.0,넥스틴,57000.0,"상승  3,700",+6.94%,500.0,879.0,1430.0,362.0
95.0,코스메카코리아,52600.0,"하락  1,800",-3.31%,500.0,4707.0,4326.0,492.0
96.0,비츠로셀,24200.0,상승  750,+3.20%,500.0,1762.0,2563.0,377.0
97.0,지노믹트리,22500.0,상승  900,+4.17%,500.0,34.0,1328.0,-173.0
98.0,피에스케이,18890.0,"상승  1,480",+8.50%,500.0,3519.0,4944.0,541.0
99.0,티앤엘,66800.0,하락  700,-1.04%,500.0,1155.0,1421.0,308.0
100.0,펌텍코리아,43750.0,상승  200,+0.46%,500.0,2845.0,3561.0,353.0
101.0,한글과컴퓨터,22400.0,상승  50,+0.22%,500.0,2711.0,6318.0,342.0
102.0,SFA반도체,3290.0,상승  110,+3.46%,500.0,4376.0,6099.0,-167.0
103.0,휴온스글로벌,42150.0,하락  300,-0.71%,500.0,7584.0,13180.0,1139.0
104.0,하이젠알앤엠,17220.0,하락  270,-1.54%,500.0,772.0,1075.0,43.0
105.0,시노펙스,6330.0,상승  30,+0.48%,500.0,2622.0,2013.0,242.0
106.0,가온칩스,44950.0,"상승  1,950",+4.53%,500.0,636.0,946.0,44.0
107.0,포스코엠텍,12510.0,상승  220,+1.79%,500.0,3414.0,1549.0,45.0
108.0,두산테스나,26700.0,상승  850,+3.29%,500.0,3387.0,7631.0,608.0
109.0,원익QnC,19630.0,"상승  1,320",+7.21%,500.0,8059.0,13765.0,830.0
110.0,바이오니아,19840.0,상승  310,+1.59%,500.0,2632.0,3155.0,8.0
111.0,하나머티리얼즈,25850.0,"상승  1,650",+6.82%,500.0,2336.0,6726.0,413.0
112.0,LS마린솔루션,15460.0,하락  20,-0.13%,1000.0,708.0,1467.0,131.0
113.0,이엠텍,29000.0,보합0,0.00%,500.0,2635.0,4096.0,-146.0
114.0,바이오다인,16600.0,하락  140,-0.84%,500.0,41.0,440.0,-21.0
115.0,티에스이,44150.0,상승  650,+1.49%,500.0,2491.0,4431.0,-24.0
116.0,웹젠,13880.0,상승  20,+0.14%,500.0,1963.0,7031.0,499.0
117.0,아난티,5470.0,하락  50,-0.91%,100.0,8973.0,15449.0,2670.0
118.0,현대힘스,13590.0,상승  30,+0.22%,500.0,1892.0,2505.0,145.0
119.0,메가스터디교육,41950.0,하락  500,-1.18%,100.0,9352.0,9555.0,1274.0
120.0,원텍,5340.0,상승  10,+0.19%,100.0,1156.0,1533.0,460.0
121.0,성일하이텍,39200.0,"상승  1,600",+4.26%,500.0,2474.0,5751.0,-83.0
122.0,필옵틱스,20800.0,상승  350,+1.71%,500.0,3000.0,4509.0,103.0
123.0,쎄트렉아이,43250.0,상승  250,+0.58%,500.0,1254.0,3138.0,-44.0
124.0,비올,8100.0,하락  30,-0.37%,100.0,425.0,639.0,223.0
125.0,비에이치아이,15120.0,상승  280,+1.89%,500.0,3674.0,4254.0,151.0
126.0,제이오,14560.0,상승  180,+1.25%,100.0,1145.0,1965.0,120.0
127.0,태광,17590.0,하락  30,-0.17%,500.0,3121.0,6263.0,577.0
128.0,선익시스템,48550.0,"상승  3,450",+7.65%,500.0,624.0,1348.0,-41.0
129.0,유바이오로직스,12610.0,상승  60,+0.48%,500.0,694.0,1518.0,77.0
130.0,동성화인텍,15140.0,하락  10,-0.07%,500.0,5314.0,3643.0,373.0
131.0,코엔텍,9000.0,보합0,0.00%,500.0,788.0,2225.0,344.0
132.0,에이직랜드,41700.0,"상승  1,250",+3.09%,500.0,742.0,1600.0,39.0
133.0,네오셈,10230.0,상승  290,+2.92%,100.0,1009.0,1064.0,81.0
134.0,휴메딕스,39850.0,하락  450,-1.12%,500.0,1523.0,2200.0,373.0
135.0,동화기업,8770.0,상승  60,+0.69%,200.0,9632.0,23218.0,-166.0
136.0,씨앤씨인터내셔널,44200.0,하락  800,-1.78%,100.0,2203.0,2560.0,321.0
137.0,아이센스,15940.0,상승  210,+1.34%,500.0,2651.0,4988.0,109.0
138.0,쏠리드,7200.0,상승  340,+4.96%,500.0,3214.0,4572.0,363.0
139.0,골프존,69800.0,"상승  2,000",+2.95%,500.0,6851.0,6376.0,1145.0
140.0,동신건설,51900.0,"하락  2,300",-4.24%,500.0,827.0,1179.0,63.0
141.0,큐로셀,30700.0,"하락  1,350",-4.21%,500.0,0.0,515.0,-106.0
142.0,서울반도체,7430.0,상승  200,+2.77%,500.0,10324.0,12191.0,-494.0
143.0,이녹스첨단소재,21200.0,상승  550,+2.66%,500.0,3870.0,5718.0,422.0
144.0,에코앤드림,24100.0,상승  350,+1.47%,500.0,515.0,1542.0,-30.0
145.0,바이오플러스,7350.0,하락  50,-0.68%,500.0,650.0,1728.0,280.0
146.0,현대무벡스,3600.0,상승  125,+3.60%,100.0,2678.0,2489.0,41.0
147.0,유티아이,25950.0,"하락  2,150",-7.65%,500.0,194.0,1008.0,-197.0
148.0,네오위즈,19310.0,상승  430,+2.28%,500.0,3656.0,6714.0,316.0
149.0,인텔리안테크,38800.0,하락  150,-0.39%,500.0,3050.0,4537.0,107.0
150.0,파트론,7020.0,상승  40,+0.57%,500.0,11724.0,6514.0,417.0
